latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
22.69492,-79.81284,354.99,0.38,0.36,2025-02-16,1828,N,nominal,2.0NRT,307.1,16.59,D
22.69434,-79.81657,343.7,0.38,0.36,2025-02-16,1828,N,nominal,2.0NRT,307.82,16.59,D
22.69823,-79.81344,367,0.38,0.36,2025-02-16,1828,N,high,2.0NRT,308.57,16.59,D
22.6988,-79.80971,349.9,0.38,0.36,2025-02-16,1828,N,nominal,2.0NRT,300.43,8.37,D
22.69765,-79.81717,344.78,0.38,0.36,2025-02-16,1828,N,nominal,2.0NRT,305.93,16.59,D
22.56008,-80.75912,332.58,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,297.77,3.35,D
22.71248,-79.83131,336.56,0.38,0.36,2025-02-16,1828,N,low,2.0NRT,307.17,4.95,D
22.5542,-80.86037,341.51,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,291.62,3.39,D
22.62388,-80.50906,335.35,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,299.08,2.6,D
22.56699,-80.86668,354.64,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,295.76,14.5,D
22.57096,-80.86349,332.8,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,291.46,12.46,D
22.57034,-80.86732,338.14,0.4,0.37,2025-02-16,1828,N,low,2.0NRT,308.97,80.33,D
22.76204,-79.92427,346.63,0.38,0.36,2025-02-16,1828,N,nominal,2.0NRT,309.24,6.3,D
22.76535,-79.92487,333.46,0.38,0.36,2025-02-16,1828,N,nominal,2.0NRT,302.62,1.62,D
22.65221,-80.75217,345,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,308.83,7.38,D
22.77597,-79.98819,333.27,0.39,0.36,2025-02-16,1828,N,low,2.0NRT,303.39,3.43,D
22.64576,-80.81384,331.58,0.39,0.37,2025-02-16,1828,N,nominal,2.0NRT,305.08,11.26,D
22.77928,-79.98879,333.68,0.39,0.36,2025-02-16,1828,N,low,2.0NRT,306.57,3.43,D
22.64911,-80.81447,347.45,0.39,0.37,2025-02-16,1828,N,nominal,2.0NRT,305.46,11.26,D
22.66829,-80.80229,336.87,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,302.06,2.67,D
22.66768,-80.80611,334.09,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,302.17,2.02,D
22.69232,-80.8028,333.45,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,300.17,3.39,D
22.69171,-80.80663,341.44,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,301.1,3.39,D
22.6253,-81.28387,330.56,0.4,0.37,2025-02-16,1828,N,low,2.0NRT,303.82,2.82,D
22.72419,-80.71059,334.78,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,301.43,2.76,D
22.66188,-81.12215,338.09,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,293.23,17.04,D
22.66125,-81.12602,353.04,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,303.97,17.04,D
22.66062,-81.12991,335.97,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,297.35,6.4,D
22.66462,-81.12666,344.57,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,297.61,6.8,D
22.83685,-80.05681,346.26,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,310.36,6.75,D
22.84025,-80.05365,333.67,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,304.05,2.35,D
22.83967,-80.05739,334.2,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,304.99,2.35,D
22.66942,-81.16734,331.49,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,294.15,15.71,D
22.74681,-80.71082,333.73,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,300.41,3.29,D
22.67279,-81.16798,354.85,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,301.33,15.71,D
22.67216,-81.17187,335.84,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,293.99,4.84,D
22.6768,-81.16473,338.84,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,294.25,52.43,D
22.67616,-81.1686,342.85,0.4,0.37,2025-02-16,1828,N,low,2.0NRT,313.8,52.43,D
22.75618,-80.7596,332.56,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,300.88,2.27,D
22.76014,-80.75641,338.41,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,300.7,5.1,D
22.75953,-80.76022,335.15,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,299.83,2.27,D
22.76409,-80.75323,339.96,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,300.81,8.06,D
22.76348,-80.75703,351.99,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,302.78,8.06,D
22.69024,-81.23145,347.37,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,303.44,9.65,D
22.68833,-81.24314,339.89,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,298.32,9.3,D
22.68769,-81.24704,353.04,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,304.41,11.95,D
22.69362,-81.23208,342.68,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,300.55,5.15,D
22.69107,-81.24768,355.36,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,312.41,23.01,D
22.69445,-81.24831,348.23,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,304.09,23.01,D
22.69993,-81.25739,345,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,300.39,10.71,D
22.79262,-80.70367,334.33,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,302.45,2.33,D
22.70458,-81.25023,336.12,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,291.61,7.38,D
22.72692,-81.13417,341.69,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,295.46,3.8,D
22.72188,-81.16521,350.49,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,299.18,5.57,D
22.72925,-81.16259,331.59,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,299.75,14.7,D
22.72799,-81.17037,330.05,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,296.95,59.07,D
22.78714,-80.8243,350.69,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,306.19,11.74,D
22.78653,-80.82812,340.09,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,302.07,7.6,D
22.79232,-80.81348,333.4,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,302.6,1.9,D
22.7911,-80.82111,333.47,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,302.25,11.74,D
22.79049,-80.82493,352.83,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,308.03,11.74,D
22.78988,-80.82875,351.42,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,306.25,7.6,D
22.40061,-83.22141,337.5,0.48,0.4,2025-02-16,1828,N,nominal,2.0NRT,299.25,4.73,D
22.82707,-80.86331,351.99,0.39,0.37,2025-02-16,1828,N,nominal,2.0NRT,301.64,8.6,D
22.82645,-80.86714,331.92,0.39,0.37,2025-02-16,1828,N,nominal,2.0NRT,298.94,1.19,D
22.85418,-80.84474,351.79,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,302.19,8.89,D
22.45404,-83.25455,347.02,0.48,0.4,2025-02-16,1828,N,nominal,2.0NRT,302.45,12.62,D
22.38398,-83.64646,348.54,0.5,0.41,2025-02-16,1828,N,nominal,2.0NRT,301.29,13.36,D
22.4577,-83.25529,348.71,0.48,0.4,2025-02-16,1828,N,nominal,2.0NRT,309.36,35.06,D
22.45688,-83.25991,331.95,0.48,0.4,2025-02-16,1828,N,nominal,2.0NRT,301.44,11.01,D
22.46135,-83.25603,329.01,0.48,0.4,2025-02-16,1828,N,nominal,2.0NRT,298.09,35.06,D
22.46054,-83.26064,334.31,0.48,0.4,2025-02-16,1828,N,nominal,2.0NRT,300.54,11.01,D
22.80795,-81.23749,339.62,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,300.32,2.56,D
22.81133,-81.23812,348.54,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,298.84,2.56,D
22.4547,-83.33642,331.73,0.48,0.4,2025-02-16,1828,N,low,2.0NRT,303.74,2.71,D
22.4227,-83.62447,329.23,0.5,0.41,2025-02-16,1828,N,nominal,2.0NRT,299.06,2.15,D
22.88428,-81.04423,335.06,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,298.69,2.34,D
22.88667,-81.07251,337.62,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,299.26,3.69,D
22.57251,-82.96315,335.32,0.46,0.39,2025-02-16,1828,N,nominal,2.0NRT,299.58,5.58,D
22.57366,-82.96194,335.92,0.46,0.39,2025-02-16,1828,N,nominal,2.0NRT,297.74,5.19,D
22.78775,-81.80537,334.6,0.42,0.37,2025-02-16,1828,N,nominal,2.0NRT,298.41,3.75,D
22.89221,-81.21703,333.76,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,297.28,3.02,D
22.89387,-81.24942,333.52,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,300.25,4.53,D
22.89323,-81.25332,331.66,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,297.82,2.77,D
22.6123,-82.93273,332.77,0.46,0.39,2025-02-16,1828,N,nominal,2.0NRT,300.11,4.95,D
22.85617,-81.52142,335.65,0.41,0.37,2025-02-16,1828,N,nominal,2.0NRT,298.77,4.89,D
22.83328,-81.70203,352.81,0.41,0.37,2025-02-16,1828,N,nominal,2.0NRT,300.74,8.45,D
22.7942,-81.97849,332.27,0.42,0.38,2025-02-16,1828,N,nominal,2.0NRT,287.4,5.04,D
22.60751,-83.06641,337.31,0.47,0.4,2025-02-16,1828,N,nominal,2.0NRT,300.76,5.45,D
22.60159,-83.12148,334.87,0.47,0.4,2025-02-16,1828,N,nominal,2.0NRT,303.16,2.79,D
22.8052,-81.95533,335.7,0.42,0.38,2025-02-16,1828,N,nominal,2.0NRT,289.35,2.94,D
22.65821,-82.81825,336.51,0.46,0.39,2025-02-16,1828,N,nominal,2.0NRT,290.64,3.88,D
22.8767,-81.54581,335.35,0.41,0.37,2025-02-16,1828,N,nominal,2.0NRT,297.17,2.17,D
22.76639,-82.20732,348.76,0.43,0.38,2025-02-16,1828,N,nominal,2.0NRT,289.49,5.78,D
22.59041,-83.22794,336.84,0.48,0.4,2025-02-16,1828,N,nominal,2.0NRT,292.82,4.87,D
22.56631,-83.38612,335.1,0.48,0.4,2025-02-16,1828,N,nominal,2.0NRT,304.64,6.19,D
22.97744,-80.99014,343.21,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,300.51,3.51,D
22.93499,-81.31742,346.96,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,297.04,5.16,D
22.61066,-83.24156,332,0.48,0.4,2025-02-16,1828,N,nominal,2.0NRT,294.39,4.94,D
22.59569,-83.3487,332.07,0.48,0.4,2025-02-16,1828,N,low,2.0NRT,302.21,7.69,D
22.61796,-83.24298,329.65,0.48,0.4,2025-02-16,1828,N,nominal,2.0NRT,289.85,3.51,D
22.6216,-83.2437,349.85,0.48,0.4,2025-02-16,1828,N,nominal,2.0NRT,302.63,39.8,D
22.62081,-83.24829,334.14,0.48,0.4,2025-02-16,1828,N,nominal,2.0NRT,285.61,39.8,D
22.62605,-83.23985,339.55,0.48,0.4,2025-02-16,1828,N,nominal,2.0NRT,293.34,25.1,D
22.62445,-83.24903,333.57,0.48,0.4,2025-02-16,1828,N,nominal,2.0NRT,296.69,39.8,D
22.62525,-83.24443,312.63,0.48,0.4,2025-02-16,1828,N,low,2.0NRT,318.14,39.8,D
22.99797,-81.16851,335.64,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,298.52,3.02,D
22.99598,-81.30827,346.5,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,301.41,7.89,D
22.99534,-81.31217,336.28,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,298.94,2.8,D
23.01584,-81.20788,335.7,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,298.63,2.59,D
22.73142,-82.97791,333.65,0.46,0.39,2025-02-16,1828,N,nominal,2.0NRT,302.17,3.46,D
22.83952,-82.39369,341.99,0.44,0.38,2025-02-16,1828,N,nominal,2.0NRT,287.69,4.08,D
22.77062,-82.81633,347.56,0.45,0.39,2025-02-16,1828,N,nominal,2.0NRT,294.95,7.28,D
22.82498,-82.60683,341.56,0.44,0.39,2025-02-16,1828,N,nominal,2.0NRT,294.08,5.34,D
22.85274,-82.57231,334.44,0.44,0.39,2025-02-16,1828,N,nominal,2.0NRT,291.68,1.77,D
23.0335,-81.50597,334.16,0.41,0.37,2025-02-16,1828,N,nominal,2.0NRT,303.58,4.67,D
22.85627,-82.57301,334.12,0.44,0.39,2025-02-16,1828,N,nominal,2.0NRT,292.12,1.77,D
22.82391,-82.76343,332.91,0.45,0.39,2025-02-16,1828,N,nominal,2.0NRT,294.31,3.63,D
22.82821,-82.75977,347.74,0.45,0.39,2025-02-16,1828,N,nominal,2.0NRT,293.97,6.01,D
22.82746,-82.76413,331.6,0.45,0.39,2025-02-16,1828,N,nominal,2.0NRT,296.66,3.92,D
22.83176,-82.76046,333.7,0.45,0.39,2025-02-16,1828,N,nominal,2.0NRT,292.68,6.01,D
22.83102,-82.76483,335.67,0.45,0.39,2025-02-16,1828,N,nominal,2.0NRT,297.64,3.92,D
22.82711,-82.75835,333.55,0.45,0.39,2025-02-16,1828,N,nominal,2.0NRT,290.62,3.92,D
22.82634,-82.76273,348.76,0.45,0.39,2025-02-16,1828,N,nominal,2.0NRT,295.96,6.81,D
22.83067,-82.75906,333.94,0.45,0.39,2025-02-16,1828,N,nominal,2.0NRT,292.53,3.92,D
22.8299,-82.76343,342.27,0.45,0.39,2025-02-16,1828,N,nominal,2.0NRT,297.44,6.81,D
22.83346,-82.76411,345.5,0.45,0.39,2025-02-16,1828,N,nominal,2.0NRT,295.13,6.44,D
23.07357,-81.56208,335.34,0.41,0.37,2025-02-16,1828,N,nominal,2.0NRT,298.45,4,D
22.93337,-82.5034,331.6,0.44,0.38,2025-02-16,1828,N,nominal,2.0NRT,294.67,4.51,D
22.88181,-82.84618,335.44,0.45,0.39,2025-02-16,1828,N,nominal,2.0NRT,292.51,4.38,D
22.95369,-82.66216,334.29,0.45,0.39,2025-02-16,1828,N,nominal,2.0NRT,294.82,5.31,D
22.95617,-82.66192,334.4,0.44,0.39,2025-02-16,1828,N,nominal,2.0NRT,293.71,4.97,D
23.02608,-82.32052,332.78,0.43,0.38,2025-02-16,1828,N,nominal,2.0NRT,295.98,4.92,D
22.9635,-82.70387,342.89,0.45,0.39,2025-02-16,1828,N,nominal,2.0NRT,297.47,5.14,D
23.13915,-81.71425,332.76,0.41,0.37,2025-02-16,1828,N,nominal,2.0NRT,295.1,3.1,D
22.98589,-82.80754,336.5,0.45,0.39,2025-02-16,1828,N,nominal,2.0NRT,298.15,4.55,D
26.34497,-77.04684,339.89,0.46,0.39,2025-02-16,1830,N,nominal,2.0NRT,298.56,17.66,D
26.34438,-77.05147,341.87,0.46,0.39,2025-02-16,1830,N,nominal,2.0NRT,300.37,17.66,D
26.34859,-77.04741,348.8,0.46,0.39,2025-02-16,1830,N,nominal,2.0NRT,308.6,17.66,D
26.35162,-77.0526,347.81,0.46,0.39,2025-02-16,1830,N,nominal,2.0NRT,303.8,46.49,D
26.35583,-77.04855,337.97,0.46,0.39,2025-02-16,1830,N,nominal,2.0NRT,299.82,46.49,D
26.35523,-77.05318,335.25,0.46,0.39,2025-02-16,1830,N,nominal,2.0NRT,303.2,46.49,D
26.35945,-77.0491,338.53,0.46,0.39,2025-02-16,1830,N,low,2.0NRT,309.66,48.72,D
26.35885,-77.05373,354.56,0.46,0.39,2025-02-16,1830,N,nominal,2.0NRT,304.48,48.72,D
26.36307,-77.04967,346.27,0.46,0.39,2025-02-16,1830,N,nominal,2.0NRT,308.09,48.72,D
26.36669,-77.05024,335.65,0.46,0.39,2025-02-16,1830,N,nominal,2.0NRT,294.19,6.33,D
26.36609,-77.05488,342.95,0.46,0.39,2025-02-16,1830,N,nominal,2.0NRT,297.29,6.33,D
26.28051,-80.1524,331.92,0.38,0.36,2025-02-16,1830,N,low,2.0NRT,304.43,1.83,D
26.36077,-81.04385,340.62,0.39,0.36,2025-02-16,1830,N,nominal,2.0NRT,296.81,7.32,D
26.36349,-81.04834,335.35,0.39,0.36,2025-02-16,1830,N,nominal,2.0NRT,295.1,9.81,D
26.52971,-80.47428,334.73,0.38,0.36,2025-02-16,1830,N,nominal,2.0NRT,296.15,1.73,D
26.54916,-80.52534,328.84,0.38,0.36,2025-02-16,1830,N,nominal,2.0NRT,297.83,2.38,D
27.65139,-81.52087,336.09,0.39,0.36,2025-02-16,1830,N,nominal,2.0NRT,299.91,3.48,D
29.51088,-91.30605,343.94,0.34,0.56,2025-02-16,1832,N,nominal,2.0NRT,292.1,3.85,D
31.44451,-83.49945,339.36,0.4,0.37,2025-02-16,1832,N,nominal,2.0NRT,294.43,2.4,D
29.63031,-92.3675,337.98,0.38,0.59,2025-02-16,1832,N,nominal,2.0NRT,287.83,2.49,D
31.46218,-84.61219,343.18,0.43,0.38,2025-02-16,1832,N,nominal,2.0NRT,293.78,3.58,D
30.94066,-88.01392,338,0.41,0.45,2025-02-16,1832,N,nominal,2.0NRT,296.56,5.45,D
28.87482,-96.90691,338.03,0.72,0.76,2025-02-16,1832,N,nominal,2.0NRT,288.34,10.47,D
28.87278,-96.91425,356.92,0.72,0.76,2025-02-16,1832,N,low,2.0NRT,289.92,10.47,D
28.87333,-96.90735,340.88,0.72,0.76,2025-02-16,1832,N,nominal,2.0NRT,288.5,18.07,D
28.87125,-96.91467,348.49,0.72,0.76,2025-02-16,1832,N,nominal,2.0NRT,289.82,14.66,D
29.54387,-94.50278,327.2,0.51,0.66,2025-02-16,1832,N,nominal,2.0NRT,284.26,5.91,D
29.55662,-94.47879,348.95,0.51,0.66,2025-02-16,1832,N,nominal,2.0NRT,286.38,11.22,D
29.55391,-94.48916,344.11,0.51,0.66,2025-02-16,1832,N,nominal,2.0NRT,286.38,9.82,D
29.55256,-94.49435,343.01,0.51,0.66,2025-02-16,1832,N,nominal,2.0NRT,286.3,9.15,D
29.54983,-94.50477,345.96,0.51,0.66,2025-02-16,1832,N,nominal,2.0NRT,284.48,5.91,D
29.54847,-94.50997,346.56,0.51,0.66,2025-02-16,1832,N,nominal,2.0NRT,285.4,5.91,D
29.55526,-94.48397,356.56,0.51,0.66,2025-02-16,1832,N,low,2.0NRT,287.17,9.82,D
29.55119,-94.49956,356.65,0.51,0.66,2025-02-16,1832,N,low,2.0NRT,287.11,9.15,D
29.56258,-94.48076,367,0.51,0.66,2025-02-16,1832,N,high,2.0NRT,290.77,40.06,D
29.56123,-94.48595,347.18,0.51,0.66,2025-02-16,1832,N,nominal,2.0NRT,294.71,40.37,D
29.55987,-94.49114,357.17,0.51,0.66,2025-02-16,1832,N,nominal,2.0NRT,287.65,40.37,D
29.55851,-94.49635,339.13,0.51,0.66,2025-02-16,1832,N,nominal,2.0NRT,285.22,10.37,D
29.55716,-94.50156,348.87,0.51,0.66,2025-02-16,1832,N,nominal,2.0NRT,285.7,10.37,D
29.55171,-94.5224,344.36,0.51,0.66,2025-02-16,1832,N,nominal,2.0NRT,286.77,9.82,D
29.56718,-94.48795,357.47,0.51,0.66,2025-02-16,1832,N,nominal,2.0NRT,290.61,40.37,D
29.56583,-94.49316,356.73,0.51,0.66,2025-02-16,1832,N,nominal,2.0NRT,291.12,40.37,D
29.56853,-94.48276,358,0.51,0.66,2025-02-16,1832,N,low,2.0NRT,287.61,40.06,D
29.56447,-94.49835,358.09,0.51,0.66,2025-02-16,1832,N,low,2.0NRT,288.64,10.37,D
29.56907,-94.50556,336.24,0.51,0.66,2025-02-16,1832,N,nominal,2.0NRT,285.71,11.78,D
29.56772,-94.51077,357.17,0.51,0.66,2025-02-16,1832,N,low,2.0NRT,285.9,9.61,D
29.56636,-94.51599,357.16,0.51,0.66,2025-02-16,1832,N,low,2.0NRT,287.79,9.61,D
29.57368,-94.51279,350.5,0.51,0.66,2025-02-16,1832,N,nominal,2.0NRT,286.24,9.61,D
29.57232,-94.51801,357.1,0.51,0.66,2025-02-16,1832,N,low,2.0NRT,285.86,9.61,D
29.58099,-94.50959,367,0.51,0.66,2025-02-16,1832,N,high,2.0NRT,297.33,90.91,D
29.57828,-94.52002,367,0.51,0.66,2025-02-16,1832,N,high,2.0NRT,294.15,132.06,D
29.62362,-94.39464,330.88,0.5,0.66,2025-02-16,1832,N,nominal,2.0NRT,286.67,8.54,D
29.63218,-94.38639,343.92,0.5,0.66,2025-02-16,1832,N,nominal,2.0NRT,287.23,14.17,D
29.63086,-94.39151,356.77,0.5,0.66,2025-02-16,1832,N,low,2.0NRT,288.43,14.17,D
29.62954,-94.39664,356.74,0.5,0.66,2025-02-16,1832,N,low,2.0NRT,288.94,8.54,D
29.63677,-94.3935,350.16,0.5,0.66,2025-02-16,1832,N,nominal,2.0NRT,288.49,17.73,D
29.63545,-94.39864,356.92,0.5,0.66,2025-02-16,1832,N,low,2.0NRT,288.56,12.93,D
31.93674,-83.49052,343,0.4,0.37,2025-02-16,1832,N,nominal,2.0NRT,289.74,2.63,D
29.58424,-94.52012,340.51,0.51,0.66,2025-02-16,1832,N,nominal,2.0NRT,286.45,6.31,D
29.62437,-94.39316,355.65,0.5,0.66,2025-02-16,1832,N,nominal,2.0NRT,287.88,6.68,D
29.63165,-94.39002,367,0.5,0.66,2025-02-16,1832,N,high,2.0NRT,290.08,15.65,D
29.6303,-94.39513,367,0.5,0.66,2025-02-16,1832,N,high,2.0NRT,292.94,17.56,D
29.63756,-94.39198,337.68,0.5,0.66,2025-02-16,1832,N,nominal,2.0NRT,287.23,15.65,D
29.63622,-94.39711,357.78,0.5,0.66,2025-02-16,1832,N,low,2.0NRT,289.71,17.56,D
31.14885,-87.98509,330.11,0.4,0.44,2025-02-16,1832,N,nominal,2.0NRT,293.02,3.81,D
29.60608,-94.65904,325.7,0.52,0.67,2025-02-16,1832,N,nominal,2.0NRT,286.86,2.48,D
30.26074,-93.28625,332.93,0.42,0.61,2025-02-16,1832,N,nominal,2.0NRT,290,2.67,D
32.62175,-83.382,346.79,0.39,0.36,2025-02-16,1832,N,nominal,2.0NRT,296.18,5.27,D
32.62107,-83.38615,352.24,0.39,0.36,2025-02-16,1832,N,nominal,2.0NRT,296.95,5.27,D
32.62507,-83.38275,340.76,0.39,0.36,2025-02-16,1832,N,nominal,2.0NRT,291.83,3.91,D
32.67704,-83.61471,345.71,0.39,0.37,2025-02-16,1832,N,nominal,2.0NRT,293.43,5.41,D
32.67636,-83.61888,353.68,0.39,0.37,2025-02-16,1832,N,nominal,2.0NRT,293.89,4.05,D
32.67969,-83.61964,356.96,0.39,0.37,2025-02-16,1832,N,nominal,2.0NRT,293.87,4.05,D
32.67901,-83.62383,342.85,0.39,0.37,2025-02-16,1832,N,nominal,2.0NRT,293.98,4.05,D
32.68303,-83.62041,351.53,0.39,0.37,2025-02-16,1832,N,nominal,2.0NRT,293.9,4.88,D
32.68235,-83.62458,341.38,0.39,0.37,2025-02-16,1832,N,nominal,2.0NRT,293.3,4.88,D
32.68636,-83.62116,344.68,0.39,0.37,2025-02-16,1832,N,nominal,2.0NRT,294.22,4.88,D
32.68568,-83.62534,357.1,0.39,0.37,2025-02-16,1832,N,low,2.0NRT,295.17,4.88,D
32.685,-83.62952,357.11,0.39,0.37,2025-02-16,1832,N,low,2.0NRT,294.84,8.68,D
32.68821,-83.62009,338.81,0.39,0.36,2025-02-16,1832,N,nominal,2.0NRT,292.65,9.15,D
32.68752,-83.62426,351.56,0.39,0.37,2025-02-16,1832,N,nominal,2.0NRT,297.68,9.15,D
32.68684,-83.62844,355.67,0.39,0.37,2025-02-16,1832,N,nominal,2.0NRT,297.37,12.11,D
32.68615,-83.63262,346.26,0.39,0.37,2025-02-16,1832,N,nominal,2.0NRT,295.94,12.11,D
32.69154,-83.62085,337.79,0.39,0.36,2025-02-16,1832,N,nominal,2.0NRT,292.67,9.15,D
32.69017,-83.6292,349.88,0.39,0.37,2025-02-16,1832,N,nominal,2.0NRT,294.36,12.11,D
32.69086,-83.62502,356.87,0.39,0.37,2025-02-16,1832,N,low,2.0NRT,294.29,9.15,D
31.32529,-97.78153,349.65,0.7,0.75,2025-02-16,1832,N,nominal,2.0NRT,286.35,15.34,D
31.32324,-97.78862,335.44,0.7,0.75,2025-02-16,1832,N,nominal,2.0NRT,283.97,10.06,D
31.32117,-97.79574,329.94,0.7,0.75,2025-02-16,1832,N,nominal,2.0NRT,283.12,10.06,D
31.32399,-97.78265,349.89,0.7,0.75,2025-02-16,1832,N,nominal,2.0NRT,286.76,11.76,D
31.32189,-97.78973,350.69,0.7,0.75,2025-02-16,1832,N,nominal,2.0NRT,285.35,11.76,D
31.31978,-97.79684,326.03,0.7,0.75,2025-02-16,1832,N,nominal,2.0NRT,283.28,7.92,D
33.80879,-98.11509,328.65,0.63,0.72,2025-02-16,1832,N,nominal,2.0NRT,282.14,3.33,D
33.85526,-98.3232,328.03,0.64,0.72,2025-02-16,1832,N,nominal,2.0NRT,282.15,3.66,D
33.85283,-98.31657,335.87,0.64,0.72,2025-02-16,1832,N,nominal,2.0NRT,284.02,7.36,D
35.43238,-97.37733,341.39,0.52,0.67,2025-02-16,1834,N,nominal,2.0NRT,277.73,7.82,D
36.2676,-99.02374,353.38,0.6,0.71,2025-02-16,1834,N,nominal,2.0NRT,276.02,34.8,D
36.26562,-99.03034,349.23,0.6,0.71,2025-02-16,1834,N,nominal,2.0NRT,283.1,39.71,D
36.27388,-99.02641,355.43,0.6,0.71,2025-02-16,1834,N,nominal,2.0NRT,273.68,36.4,D
36.27187,-99.03308,349.21,0.6,0.71,2025-02-16,1834,N,nominal,2.0NRT,278.72,40.35,D
37.99001,-95.45016,325.7,0.36,0.57,2025-02-16,1834,N,nominal,2.0NRT,273.96,1.78,D
17.78443,-90.84177,352.59,0.61,0.71,2025-02-16,2008,N,nominal,2.0NRT,285.48,11.61,D
17.78816,-90.83987,336.08,0.61,0.71,2025-02-16,2008,N,nominal,2.0NRT,285.05,10.72,D
17.78765,-90.84573,326.3,0.61,0.71,2025-02-16,2008,N,nominal,2.0NRT,285.65,7.86,D
17.8779,-92.48786,340.59,0.48,0.65,2025-02-16,2008,N,nominal,2.0NRT,289.8,4.86,D
17.896,-92.48956,367,0.48,0.65,2025-02-16,2008,N,high,2.0NRT,290.35,11.64,D
17.97261,-94.51874,344.7,0.35,0.57,2025-02-16,2008,N,nominal,2.0NRT,292.72,5.67,D
17.97755,-94.52275,367,0.35,0.57,2025-02-16,2008,N,high,2.0NRT,293.41,11.8,D
17.97719,-94.52618,342.97,0.35,0.57,2025-02-16,2008,N,nominal,2.0NRT,294.52,11.8,D
17.98248,-94.52684,367,0.35,0.57,2025-02-16,2008,N,high,2.0NRT,294.5,11.8,D
17.98284,-94.5234,332.85,0.35,0.57,2025-02-16,2008,N,nominal,2.0NRT,292.78,11.8,D
18.10155,-94.34823,328.78,0.36,0.58,2025-02-16,2008,N,nominal,2.0NRT,291,1.65,D
18.41171,-96.21292,345.12,0.56,0.51,2025-02-16,2008,N,nominal,2.0NRT,297.49,28.12,D
18.50678,-96.14288,344.01,0.56,0.52,2025-02-16,2008,N,nominal,2.0NRT,299.94,54.85,D
